用户名,时间,内容,转发,评论,点赞,转发源作者,转发源
沿江检察,8-15 06:11,"【#日本首例拉姆达毒株感染者关联奥运会# 】日本媒体13日援引消息人士的话报道，日本发现的首例变异新冠病毒拉姆达毒株感染者与数天前闭幕的东京奥运会有关。这名确诊者的具体信息此前不为外界所知。
共同社援引消息人士的话报道，确诊者为女性，现年30多岁，去过秘鲁，7月20日持奥运会相关证件在东京羽田机场入境。在她的新冠病毒检测结果呈阳性后，日本国立感染症研究所确认她感染的是拉姆达毒株。
按消息人士的说法，这名女子没有出现症状，可能已被送至隔离设施。
拉姆达毒株最早在秘鲁发现，是世界卫生组织所列“需要留意”的变异新冠病毒之一。一些研究人员认为，这种毒株可能具有更高传染性和更强的抵御中和抗体能力。
东京奥运会期间，奥组委每天发布与奥运会相关的新增新冠确诊病例数，但不公布感染者的国籍、感染何种变异病毒等信息。根据东京奥组委的数据，与奥运会相关的病例累计553例。（央视新闻；贝塔）小央视频的微博视频",17,15,32,,
火星跑步者,8-13 20:47,【正在登机！你准备好了吗？】#白·问#专访东京奥组委主席，揭开“奥”秘！东京奥运会结束了，你还有什么想了解？#白岩松专访桥本圣子#，来央视频看#白·问#，你关注的问题都在这里！,547,137,380,,
阿文说体育,8-20 09:49,#奥运会# 上次给大家梳理了我们传统六大项在东京奥运会的表现，这次就来聊聊潜优势项目的发挥。我们这次在水上项目的发挥基本符合预期，也让我们看到这些项目在巴黎奥运会的希望。格斗类项目虽有遗憾，不过队员们已经拼尽全力。田径游泳近些年的进步令人欣喜，还有集体项目这次也是喜忧参半。下一周期当我们传统六大项面对冲击时，只有发展潜优势项目才能保持优势，也期待我们在这些项目中继续有所突破。#围观奥运会# 阿文说体育的微博视频,11,16,137,,
香港商報網,8-18 17:10,"【恒基向东奥港队运动员发逾1900万元奖金 林郑：是港人骄傲】中国香港队运动员在今届#东京奥运会# 取得1金2银3铜佳绩，恒基集团今日（18日）向得奖者及晋身8强的运动员发放逾1900万元奖金，金牌得主获500万元、银牌获250万元，铜牌获125万元。行政长官林郑月娥在颁奖典礼致辞时表示，香港运动员凭着超凡实力，在东奥取得彪炳成绩，比赛中多次打破香港纪录，做出个人最佳成绩，是运动员努力及毅力的成果，更是香港人的骄傲。

林郑指，香港是运动员的最强后盾，市民的支持亦很重要，政府早前提出多项运动精英化措施，并在运动科研及医学等方面增加竞争力。她期望，香港运动员在未来的大型赛事为港争光。网页链接",5,2,15,,
河北长城网,8-29 10:30,【超高含金量！#河北体育的东京奥运成绩单#】以占中国体育代表团3%的参赛人数取得了15.8%的金牌占比、12.5%的奖牌占比——在东京奥运会上，河北奥运健儿在射击、女子铅球、乒乓球、游泳、跳水等项目上多点开花，一次次突破自我、打破纪录，成为强势突破的“河北现象”，交出了一份令世人瞩目、令燕赵儿女自豪的亮眼成绩单。（冀云客户端） 河北长城网的微博视频,19,18,184,,
中国新闻网,9-5 21:33,【#东京残奥会圣火熄灭#】北京时间5日晚，随着燃烧在东京新国立竞技场的圣火缓缓熄灭，东京残奥会正式闭幕。下一届夏季残奥会将在法国巴黎举办。东京残奥会闭幕式上，国际残奥委会会旗传递给了巴黎市长伊达尔戈。期待中国体育代表团在巴黎的表现！ #微观奥运会#,31,13,161,,
新浪乒乓球,8-19 08:55,"#倪夏莲说祖国永远是祖国# 东京奥运会是“倪奶奶”倪夏莲的第五届奥运会。1983年，20岁的倪夏莲是中国乒乓球运动员，赢得了东京世锦赛混合双打和女子团体赛事金牌。

2020年东京奥运会，58岁的她代表卢森堡重回日本参赛。和17岁的韩国选手申裕斌打到7局的一场比赛，让她瞬间成为中国社交媒体上的“网红”。

东京奥运会后，“倪奶奶”返回卢森堡乡野田园，料理庭院花草，关心粮食蔬菜。这就是她的故事。 新浪乒乓球的微博视频",6,7,67,,
沿江检察,8-15 06:11,"【#日本首例拉姆达毒株感染者关联奥运会# 】日本媒体13日援引消息人士的话报道，日本发现的首例变异新冠病毒拉姆达毒株感染者与数天前闭幕的东京奥运会有关。这名确诊者的具体信息此前不为外界所知。
共同社援引消息人士的话报道，确诊者为女性，现年30多岁，去过秘鲁，7月20日持奥运会相关证件在东京羽田机场入境。在她的新冠病毒检测结果呈阳性后，日本国立感染症研究所确认她感染的是拉姆达毒株。
按消息人士的说法，这名女子没有出现症状，可能已被送至隔离设施。
拉姆达毒株最早在秘鲁发现，是世界卫生组织所列“需要留意”的变异新冠病毒之一。一些研究人员认为，这种毒株可能具有更高传染性和更强的抵御中和抗体能力。
东京奥运会期间，奥组委每天发布与奥运会相关的新增新冠确诊病例数，但不公布感染者的国籍、感染何种变异病毒等信息。根据东京奥组委的数据，与奥运会相关的病例累计553例。（央视新闻；贝塔）小央视频的微博视频",17,15,32,,
一头扎进游泳池,9-1 07:30,"#游泳# #东京奥运会#

美女演示一蛙泳脚踝训练！！ 一头扎进游泳池的微博视频",11,2,16,,
奥林匹克运动会,8-14 14:48,"【东京奥运会奖牌时刻】西蒙·拜尔斯🇺🇸

💪正视自己，就是迎接更好的自己

#奥运会# | #共同强大# 奥林匹克运动会的微博视频",24,38,578,,
奥林匹克运动会,9-1 08:04,"【东京奥运会精彩瞬间】 今天带大家回顾@全红婵 的完美表演💯

#奥运会# ｜ #共同强大# 奥林匹克运动会的微博视频",20,25,182,,
BWF世界羽联,8-16 12:00,"#东京奥运会#冠军图集🏆

“现在他们确实比我强，但我相信在不久的将来我会打败他们”
📷：@大頭shitang
——阿朗佐·莫宁",19,35,304,,
奥林匹克运动会,9-1 18:45,"【🧻纸巾预警】今天，@郎平 正式卸任中国女排主教练。让我们一同回顾在东京奥运会中属于她的谢幕时刻😢

❤️祝福她，在未来的路途中一帆风顺！

#奥运会# ｜#共同强大# 奥林匹克运动会的微博视频",50,40,503,,
BWF世界羽联,8-22 18:00,"【奥运回忆录❤️】

#东京奥运会#遗憾也许一样美好❤️",10,29,279,,
奥林匹克运动会,8-31 09:00,"五年磨砺，终圆卫冕之梦💦

🎂今天是中国跳水队@施廷懋懋 的生日！在东京奥运会中，施廷懋如愿卫冕女子3米板冠军。让我们一起祝她生日快乐！

#奥运会# ｜#共同强大# 奥林匹克运动会的微博视频",25,52,630,,
杨舒予YSY,9-5 10:31,,425,1960,0,@央视频:,【#杨舒予杨力维默契度大挑战#】本期#于嘉的隔离日记#中，@于嘉 采访了来自中国女子篮球队的@杨舒予YSY 和@杨力维Yic ，她们在东京奥运会上一同为中国队出战且表现出色，回国隔离期间她们在做什么？姐妹之间的默契度如何？速戳↓（央视频号：于嘉的嘉时赛） 央视频的微博视频
奥林匹克运动会,8-25 18:00,"🤯动感风趣，脑洞大开！奥运项目图标就这样“活”了起来！

🤩让我们一起重温东京奥运会开幕式经典节目：“超级变变变”之奥运项目图标真人秀！

#奥运会# ｜#共同强大# 奥林匹克运动会的微博视频",56,24,259,,
奥林匹克运动会,8-15 12:20,"【东京奥运会奖牌时刻】伊塔洛·费雷拉🇧🇷

🏄踏浪而来，成为历史首位站上奥运会最高领奖台的冲浪冠军！

#奥运会# | #共同强大# 奥林匹克运动会的微博视频",38,21,306,,
BWF世界羽联,8-13 12:00,"#东京奥运会#中国女单的传承🇨🇳

中国奥委会副主席、国际奥委会委员
李玲蔚亲自观看东京奥运会女单决赛
并为女单冠军陈雨菲颁发奥运金牌🏅️

同为中国女单，同为浙江人🔥",22,50,385,,
AllforKokiNiwa_丹羽孝希,8小时前,"丹羽孝希 🏓#东京奥运会#

210825 | 奖牌报告会 | 媒体图

Cr. Svenson group",6,14,63,,
三浦祐太朗_YutaroMiura,23小时前,"今天残奥会闭幕式顺利闭幕。这样2020东京奥运会就全部落下帷幕。奥运会期间我们深受各项体育运动的鼓舞、在此謹向所有运动选手们表示崇高的敬意！(祐太朗)
#三浦祐太朗##奥运会##东京奥运会#",4,4,24,,
绝对伏特加,9-3 13:37,"东京奥运会女子马拉松全程
嗯，想看的抓紧看吧，懂的都懂

#东京奥运会# #札幌# #马拉松# @陪你跑 绝对伏特加的微博视频",16,15,33,,
吗熊,9-4 23:29,"探访东京最大规模的奥运纪念品商店。商店位于台场的2020 Fan Park，入场需要在网上预约。
明天东京残奥会闭幕，这家商店也将随即停止营业。赶紧看看这里面都卖些啥。
东京奥运会#围观奥运会# 日本·东京 吗熊的微博视频",6,18,73,,
游北君,7小时前,妹妹们加油,6,2,11,@陕视新闻:,【太精彩！#全红婵第一跳不亚于东京奥运会# 】今天（9月6日）早上十四运会跳水项目正式在西安奥体中心游泳跳水馆开赛！11点，在刚刚开始的女子团体10米跳台比赛中大家期待的奥运冠军全红婵上场，第一跳依然展现了完美的“水花消失术”。#十四运会跳水比赛太精彩# 解说评价这一跳“丝毫不亚于在东京奥运会上的那组动作”。 #全红婵张家齐9月6日亮相十四运会# 陕视新闻的微博视频
曾鹏宇,5小时前,#全红婵带领广东队夺得10米台女团冠军#真厉害啊，才14岁,12,1,34,@中国体育:,"【#全红婵带领广东队夺得10米台女团冠军#】北京时间9月6日中午，在西安奥体中心游泳跳水馆进行的第十四届全运会跳水比赛，结束了女子团体决赛的10米台争夺，东京奥运会10米台冠军、广东队选手@全红婵 以413.90分排名第一，北京队的@张家齐la 400.95分排名第二，上海队的陈芋汐@陈乐乐Diving 393.10分第三。#全红婵十四运会再现水花消失术#
央视网体育的微博视频"
风云学会陈经,7小时前,全红婵第三跳207C最容易崩，59.4分少了30多分。第二跳和第五跳完美。全运会打分比奥运要严格，所以比奥运少了52分。看单人决赛，出个小错还是她冠军。,6,23,80,@中国体育:,"【#全红婵带领广东队夺得10米台女团冠军#】北京时间9月6日中午，在西安奥体中心游泳跳水馆进行的第十四届全运会跳水比赛，结束了女子团体决赛的10米台争夺，东京奥运会10米台冠军、广东队选手@全红婵 以413.90分排名第一，北京队的@张家齐la 400.95分排名第二，上海队的陈芋汐@陈乐乐Diving 393.10分第三。#全红婵十四运会再现水花消失术#
央视网体育的微博视频"
王爽_宇宙奥德赛,8小时前,她应该是东京奥运会最大的明星了吧？,5,29,93,@陕西日报:,#全红婵十四运会再现水花消失术#【绝了！看全红婵的十四运会首跳“水花消失术”】9月6日是十四运会跳水成年组比赛的首个比赛日，在女子团体10米跳台决赛中，东京奥运会冠军@全红婵 第6位出场。在首轮比赛中，她以107B、难度系数3.0的动作，获得82.50分，暂时列第一名。#中华人民共和国第十四届运动会# #十四运会我期待# 陕西日报的微博视频
你真是可爱der,9-5 21:25,"全红婵东京奥运会赛后采访
央视频-体坛风云会（7个视频）
采访顺序有调整
————————
可以看到全小婵评价自己
“教练好大个，感觉自己好小只！”😆 你真是可爱der的微博视频",110,94,860,,
大英良心汉弗莱,9-4 11:06,东京奥运会搞完了，菅秘书的使命结束了。传统门阀又回来了，,53,49,984,,
喝红酒,9-5 20:09,"#33届巴黎奥运会#
33届巴黎奥运会也叫做2024年巴黎奥运会，共有32个大项和329个小项。新增加的大项是霹雳舞，取消的大项是棒垒球和空手道。举重、拳击、帆船和帆板项目的设置也有一些变化。

前几天，2024年巴黎奥组委第二次拒绝空手道出现在奥运会上的计划。在不久前结束的东京奥运会上，空手道首次成为奥运会的正式项目。",14,10,22,,
中国新闻网,9-5 21:33,【#东京残奥会圣火熄灭#】北京时间5日晚，随着燃烧在东京新国立竞技场的圣火缓缓熄灭，东京残奥会正式闭幕。下一届夏季残奥会将在法国巴黎举办。东京残奥会闭幕式上，国际残奥委会会旗传递给了巴黎市长伊达尔戈。期待中国体育代表团在巴黎的表现！ #微观奥运会#,31,13,161,,
诺敏河人民检察,10小时前,【同样的喝彩送给你们！#最强健的体魄和最不屈的灵魂同框了#】从东京奥运会到东京残奥会，运动员们不断超越自我、突破极限。同样的全力奔跑、同样的奋力挥拍、同样的乘风破浪、同样的振臂欢呼……勇敢站上赛场的你们都是中国骄傲。致敬每一份拼搏！#东奥残奥错位时空#@人民日报,24,42,47,,
一头扎进游泳池,9-3 12:19,"#游泳# #东京奥运会#

蛙泳手脚配合， 你学会了吗？？ 一头扎进游泳池的微博视频",10,1,2,,
东京2020年残奥运会,9-5 20:13,"感谢我们的志愿者们✨
共有70,790名志愿者为东京奥运会及残奥会的成功举办做出了贡献。

我们为6名志愿者代表献上了花束以表感谢💐
这些花束和颁奖典礼上运动员们收到的花束相同

#东京残奥会闭幕式#",10,17,195,,
诗人廖希,9-3 17:42,"今天是抗战胜利日，CCTV6播放我们的《捍卫者》[强][强][强]
上次七月二十四日东京奥运会，CCTV6撤换了原定播出的《捍卫者》，原因不明。今天不会再撤换了吧？",6,17,40,,
西安工商学院,7小时前,【同样的喝彩送给你们！#最强健的体魄和最不屈的灵魂同框了#】从东京奥运会到东京残奥会，运动员们不断超越自我、突破极限。同样的全力奔跑、同样的奋力挥拍、同样的乘风破浪、同样的振臂欢呼……勇敢站上赛场的你们都是中国骄傲。#东奥残奥同步瞬间#↓↓致敬每一份拼搏！谢谢你们，燃起这个夏天！ (@人民日报 ),5,36,67,,
西安生活印记,6小时前,#全红婵张家齐9月6日亮相十四运会# 9月6日，第十四届全运上，全红婵、张家齐、陈芋汐亮相，三个妹妹高分上演，轮番上演无水花表演，中国跳水梦之队yyds！ #全红婵第一跳不亚于东京奥运会#,27,19,63,,
中国新闻网,9-5 09:35,【定了！#东京残奥闭幕式中国旗手张雪梅#】#微观奥运会# 中国体育代表团5日上午宣布，女子轮椅篮球运动员张雪梅将担任东京残奥会闭幕式中国体育代表团旗手。张雪梅出生于1993年，2015年入选国家女子轮椅篮球队。本届东京残奥会，她与队友团结一致夺得银牌，创造了中国女子轮椅篮球队在残奥会上的历史最佳战绩。（人民日报客户端）,9,6,129,,
中国青年报,8小时前,#为残奥健儿们点赞#【同样的喝彩送给你们！#最强健的体魄和最不屈的灵魂同框了#】从东京奥运会到东京残奥会，运动员们不断超越自我、突破极限。同样的全力奔跑、同样的奋力挥拍、同样的乘风破浪、同样的振臂欢呼……勇敢站上赛场的你们都是中国骄傲。#东奥残奥同步瞬间#↓↓致敬每一份拼搏！谢谢你们，燃起这个夏天！（人民日报）,15,3,76,,
莪叫蓝姐,8-21 10:15,奥运羽毛球综述——竞技不止胜负 梦想照亮征途#东京奥运会# 莪叫蓝姐的微博视频,15,30,125,,
奥林匹克运动会,8-24 18:00,"【东京奥运会开幕式精彩回顾】夜空中最亮的《Imagine》🌃

✨1800架无人机组成的地球形状，在传世经典《Imagine》的天籁声中，绘制着奥林匹克人的共同心愿！

#奥运会# ｜#共同强大# 奥林匹克运动会的微博视频",31,14,223,,
新浪羽毛球,8-13 11:23,"#围观奥运会# 数说东京奥运会羽毛球项目（BY bwf世界羽联）

3，991 – 比分总数最多 —— 女子单打。

3，014 – 羽毛球使用总数，仅男子单打项目就使用895粒羽毛球。

395 – 鹰眼系统使用总数，其中男单球员挑战次数最多——总计112次。

293 –王懿律和黄东萍的比赛最为焦灼，他们的比分总数最多并赢得了混合双打项目的金牌。

208 – 东京奥运会羽毛球项目为期10天，在武藏野森林体育馆共举行208场比赛。

172 – 共有172名球员参与2020东京奥运会羽毛球项目的角逐。

121 – 女子单打这一项目中，球员们的比赛局数最多。

101 – 最长的多拍回合是在女子双打四分之一决赛的第三局，波莉/拉哈尤以101拍战胜杜玥/李茵晖。

100 – 耗时最长的一场比赛，同样由波莉/拉哈尤和杜玥/李茵晖带来。

49 – 国家奥委会代表队总数。

38 – 阮天明是本届奥运会年龄最大的参赛者，这也是他连续第四次参加奥运会。

33 – 波莉是本届奥运会年龄最大的金牌获得者。赢得女子双打决赛时距离她的34岁生日只有9天。

19 – 年纪最小的奥运参赛者 – 安洗莹。

8 – 获得奖牌的国家及地区有：中国、中国台北、印度尼西亚、丹麦、印度、日本、马来西亚和韩国。

4– 首次参加奥运会羽毛球项目的国家及地区有阿塞拜疆、马耳他、缅甸和巴基斯坦。

3 – 谌龙集齐了奥运会金银铜三个颜色的奖牌，是继吉永雅之后的第二个达成此成就的球员。",3,39,92,,
央视网体育,8-13 18:02,【杨舒予鞠躬感谢球迷支持】#围观奥运会# 东京奥运会上，中国三人女篮收获铜牌，队中19岁球员、中国女篮国手杨力维的妹妹杨舒予凭借俊俏的外表和高超的球技圈粉无数。为了不影响比赛，杨舒予在比赛期间并没有过多关注球迷的声音。比赛任务结束后，杨舒予鞠躬感谢了球迷对球队和自己的支持。 央视网体育的微博视频,56,32,510,,
每日经济新闻,8-25 12:56,#东京奥运会铜牌成本价30元#【#东京奥运会金牌成本价5000元#】#汪顺的金牌也掉皮了# 根据国际奥委会的规定，奥运会的金牌其实并不是纯金的，而是镀金的银牌，镀金量至少为6克纯金。东京奥运会每块金牌包含550 克银和6 克镀金，单从材质的价格上看，目前约合人民币5000多元。银牌为550克的纯银材质，按照目前的银价约合人民币3000元。铜牌重约450克，材质为95%的铜和5%的锌，目前约合人民币30元。央视网快看的微博视频 （@央视网快看，嘉玛）,11,13,30,,
新浪排球,9-1 13:00,#郎平称东京奥运会留遗憾# @郎平 写道：我对老妈说，从我自己的角度，这次没能圆满完成东京奥运的任务，确实留下遗憾，但不管是不是完美，我都要交棒了，要告别了。这一路上并不平坦，但是因为我热爱，所以吃的苦受的累都值得，成败得失，高低起伏，都是在这个过程中必须经历的，都是获得，都是财富。回首这么多年的排球生涯，我感觉很满足，很幸福。#郎平卸任中国女排主教练#,18,47,444,,
央视网体育,8-22 19:19,【重压之下勇夺四金 国乒捍卫国球荣耀】#围观奥运会# 在混双争金失利的情况下，中国乒乓球队顶住巨大压力，拿下男女单、男女团四块金牌，圆满地完成了这次东京奥运会的征战任务。回顾本届奥运会，其中的心酸苦累只有他们自己最清楚... 央视网体育的微博视频,26,32,174,,
莪叫蓝姐,8-22 11:19,#东京奥运会# 羽毛球女双1/4决赛 杜玥/李茵晖vs波莉/拉哈尤 总耗时100分钟的马拉松式的鏖战 网页链接,19,14,71,,
新浪排球,8-26 18:56,【#金软景说支持中国女排# 】东京奥运会女排小组赛结束后，韩国女排队长金软景表达了对中国女排的支持，“我们非常支持中国女排，因为大家都是来自于亚洲。我希望每个人都能继续支持中国女排，无论现在还是将来。” 央视网体育的微博视频,68,104,1349,,
杨力维Yic,9-4 19:18,默不默契都爱彼此@杨舒予YSY,93,450,3966,@央视频:,【#杨舒予杨力维默契度大挑战#】本期#于嘉的隔离日记#中，@于嘉 采访了来自中国女子篮球队的@杨舒予YSY 和@杨力维Yic ，她们在东京奥运会上一同为中国队出战且表现出色，回国隔离期间她们在做什么？姐妹之间的默契度如何？速戳↓（央视频号：于嘉的嘉时赛） 央视频的微博视频
南昌发布,10小时前,【同样的喝彩送给你们！#最强健的体魄和最不屈的灵魂同框了#】从东京奥运会到东京残奥会，运动员们不断超越自我、突破极限。同样的全力奔跑、同样的奋力挥拍、同样的乘风破浪、同样的振臂欢呼……勇敢站上赛场的你们都是中国骄傲。#东奥残奥同步瞬间#↓↓致敬每一份拼搏！谢谢你们，燃起这个夏天！,9,1,3,,
长春发布,10小时前,【同样的喝彩送给你们！#最强健的体魄和最不屈的灵魂同框了#】从东京奥运会到东京残奥会，运动员们不断超越自我、突破极限。同样的全力奔跑、同样的奋力挥拍、同样的乘风破浪、同样的振臂欢呼……勇敢站上赛场的你们都是中国骄傲。#东奥残奥同步瞬间#↓↓致敬每一份拼搏！谢谢你们，燃起这个夏天！,3,1,2,,
中国国际航空,3小时前,2021年9月6日，国航CA558航班平稳降落在首都国际机场，最后一批参加残奥会的中国代表团成员载誉而归。这标志着国航圆满完成东京奥运会及残奥会中国代表团运输保障工作。#飞享国航##专业民航人##国航故事#,8,7,47,,
没有人曾见过风,9-5 19:06,"自己写了一下“用情绪传播分析2020东京奥运会”
麻烦学长帮我看看[开学季][开学季][开学季]@新传考研真经大伟学长

1、场景搭建和全员赋能
从受众情感的形成角度看，社交媒体情绪能够迅速传染、扩散，正是因为情绪为多元主体的争论提供了话题从发酵到蔓延所需的共情体验情境。在2020东京奥运会期间，央视频、咪咕视频等视频平台以及央视5台为广大国民提供了实时观看奥运项目的平台和渠道，而观众们还可以在微博平台相关热搜词条下共同讨论，为民族自豪感和爱国情绪的聚集提供了平台。
在奥运期间，群体认同围绕“爱国情绪”建立。为奥运健儿摇旗呐喊，加油鼓劲成为了爱国的表征，无论是内容的发布者还是观看者，都可以通过相关内容的扩散和传播加强认同感和参与感。我国每增加一块奖牌，“人民日报”“新华社”等官方账号都会在第一时间带话题发布相关海报，与网友进行互动。
 
2、仪式建构：以符号互动为带进行沟通链接
格尔茨认为“象征符号是指作为观念载体的物、行为、性质或关系”。社交媒体传播本质上也是一种符号的互动，影像画面、声音、文字等信息的融合和，点赞、分享、转发等功能的参与，使这些符号要素相互连接，极大提高了沟通互动的效果，增强了用户的参与感，促进了情绪的扩散和传播。
奥运会期间，吴京身穿印有“中国”二字衣服的图片被网友根据比赛项目进行二次创作，产生了极好的传播效果。网友戏称吴京为奥运期间最忙的人。女子三人篮球运动员杨舒予身穿印有“china”运动服的图片也成为了表情包素材。对此类表情包的运用引发网友爱国情绪的共鸣。
 
3、关系互动：以智能推送为纽进行动态共享
大众传播议程设置理论认为，媒体的报道与社会公众对于社会问题的认知和判断具有高度对应的关系。社交媒体平台上的媒体和意见领袖，可以通过对事实的报道，关键性的描述，以及报道的频率，吸引公众的关注。
东京奥运会期间，奥运会成为了全民关注的热点话题，微博的热搜榜基本被奥运信息占据，每一块奖牌的内容都会被推至热搜榜榜首。大多数微博大V都围绕奥运会进行内容的输出与创作，营造了全民奥运的氛围。",11,1,13,,
甘肃发布,11小时前,【同样的喝彩送给你们！#最强健的体魄和最不屈的灵魂同框了#】从东京奥运会到东京残奥会，运动员们不断超越自我、突破极限。同样的全力奔跑、同样的奋力挥拍、同样的乘风破浪、同样的振臂欢呼……勇敢站上赛场的你们都是中国骄傲。#东奥残奥同步瞬间#↓↓致敬每一份拼搏！谢谢你们，燃起这个夏天！ （来源：@人民日报）,6,0,3,,
上海反邪教,13小时前,【同样的喝彩送给你们！#最强健的体魄和最不屈的灵魂同框了#】从东京奥运会到东京残奥会，运动员们不断超越自我、突破极限。同样的全力奔跑、同样的奋力挥拍、同样的乘风破浪、同样的振臂欢呼……勇敢站上赛场的你们都是中国骄傲。#东奥残奥同步瞬间#↓↓致敬每一份拼搏！谢谢你们，燃起这个夏天！,7,2,10,,
陇南发布,13小时前,【同样的喝彩送给你们！#最强健的体魄和最不屈的灵魂同框了#】从东京奥运会到东京残奥会，运动员们不断超越自我、突破极限。同样的全力奔跑、同样的奋力挥拍、同样的乘风破浪、同样的振臂欢呼……勇敢站上赛场的你们都是中国骄傲。#东奥残奥同步瞬间#↓↓致敬每一份拼搏！谢谢你们，燃起这个夏天！,14,2,5,,
微博大邑,11小时前,【同样的喝彩送给你们！#最强健的体魄和最不屈的灵魂同框了#】从东京奥运会到东京残奥会，运动员们不断超越自我、突破极限。同样的全力奔跑、同样的奋力挥拍、同样的乘风破浪、同样的振臂欢呼……勇敢站上赛场的你们都是中国骄傲。#东奥残奥同步瞬间#↓↓致敬每一份拼搏！谢谢你们，燃起这个夏天！,6,0,0,,
奥林匹克运动会,9-1 08:04,"【东京奥运会精彩瞬间】 今天带大家回顾@全红婵 的完美表演💯

#奥运会# ｜ #共同强大# 奥林匹克运动会的微博视频",20,25,182,,
奥林匹克运动会,9-1 18:45,"【🧻纸巾预警】今天，@郎平 正式卸任中国女排主教练。让我们一同回顾在东京奥运会中属于她的谢幕时刻😢

❤️祝福她，在未来的路途中一帆风顺！

#奥运会# ｜#共同强大# 奥林匹克运动会的微博视频",50,40,503,,
